Unnamed: 0.1,Unnamed: 0,id,question,question_concept,choices,answerKey,answer_options_formatted,answer,choices_copy,masked_options,question_answer,masked_question,masked_word_answer,extracted_terms,rel_info_generated,leakage_in_bucket,can_be_data_leakage,seen_terms
88,47,c428412a660f34965772a7389ce58e0a,What might be the result of a season of successful skiing?,skiing,"['finish line', 'broken bones', 'broken legs', 'chapped lips', 'healthy body']",E,"A: finish line
B: broken bones
C: broken legs
D: chapped lips
E: healthy body",healthybody,"['finish line', '', 'broken legs', 'chapped lips', 'healthy body']",['broken bones'],"Question: What might be the result of a season of successful skiing?
Answer:
A: finish line
B: 
C: broken legs
D: chapped lips
E: healthy body",What might be the () of a season of successful skiing?,result,"['season', 'successful']","In the world of professional sports and entertainment, having a successful season is the ultimate goal that teams and organizations strive to achieve. A season typically represents a specific period during which competitions, shows, or events take place, usually following a predetermined schedule. Success during this time frame can be measured in various ways, from winning championships and breaking records to meeting financial targets and growing fan engagement. For example, a football team might consider their season successful if they secure a playoff spot and demonstrate consistent improvement, while a television series might gauge its seasonal success through ratings, critical acclaim, and viewer retention. The combination of strategic planning, talent development, and effective execution throughout the duration of a season often determines whether an enterprise can claim a truly successful outcome.",,False,highlight
89,1086,bd9b81f43baf042635fee3b20c98e705,"Working in the vegetable garden everyday is good for you, you get to spend time where?",vegetable garden,"['backyard', 'outside', 'amusement park', 'eating', 'back yard']",B,"A: backyard
B: outside
C: amusement park
D: eating
E: back yard",outside,"['backyard', 'outside', 'amusement park', '', 'back yard']",['eating'],"Question: Working in the vegetable garden everyday is good for you, you get to spend time where?
Answer:
A: backyard
B: outside
C: amusement park
D: 
E: back yard","Working in the vegetable () everyday is good for you, you get to spend time where?",garden,,,Seen Q,True,garden
90,726,a1b81a0188d5ee00088a166e3aea5446,What type of water transportation is human powered?,human,"['turn away', 'let down', 'have to sleep', 'run', 'row boat']",E,"A: turn away
B: let down
C: have to sleep
D: run
E: row boat",rowboat,"['turn away', '', 'have to sleep', 'run', 'row boat']",['let down'],"Question: What type of water transportation is human powered?
Answer:
A: turn away
B: 
C: have to sleep
D: run
E: row boat",What type of water () is human powered?,transportation,"['type', 'human', 'powered']","In the realm of transportation and machinery, human-powered devices represent some of the earliest and most sustainable forms of technology. These machines rely on physical effort from a person to generate the necessary force or energy to operate, making them a unique type of mechanical system. From the simple bicycle, which revolutionized personal transport, to hand-cranked generators and pedal-powered washing machines, human-powered devices showcase our ability to harness our own physical energy for practical purposes. These innovations are particularly valuable in regions with limited access to electricity or in situations where sustainable, environmentally friendly alternatives are preferred. The human body's capability to convert food energy into mechanical power has made such devices reliable tools throughout history, and they continue to play an important role in modern efforts to reduce dependency on fossil fuels and promote sustainable living practices.",Relevent Info,True,well
91,3418,144d734404d15d00e048ec209eb8ed92,"If you saw a fish break the surface of the water and flap its fins in the air, you might think it is doing what?",fish,"['school together', 'pets', 'attempt to fly', 'find food', 'hatred']",C,"A: school together
B: pets
C: attempt to fly
D: find food
E: hatred",attempttofly,"['', 'pets', 'attempt to fly', 'find food', 'hatred']",['school together'],"Question: If you saw a fish break the surface of the water and flap its fins in the air, you might think it is doing what?
Answer:
A: 
B: pets
C: attempt to fly
D: find food
E: hatred","If you saw a () break the surface of the water and flap its fins in the air, you might think it is doing what?",fish,"['fish', 'break', 'water', 'think', 'doing']","Here's a contextual paragraph incorporating those key terms:

As I sit by the lake watching the fish break the surface of the water, I can't help but think about what I'm doing with my life. There's something meditative about observing nature's simple patterns – the rhythmic ripples, the occasional splash of a jumping fish, and the gentle flow of water against the shoreline. It's in these quiet moments that I find myself doing some of my deepest reflection, allowing my thoughts to flow as freely as the water before me. The fish seem to know exactly what they're doing, moving with purpose and precision, while we humans often struggle to find our direction in life's vast ocean of possibilities.",,False,dancing
92,1039,f85b6ec6ad784b0664935f21877003cd,Where might you find a computer user that is visiting a foreign city and didn't bring their own computer along?,computer user,"['school', 'hell', 'internet cafe', 'office building', 'despair']",C,"A: school
B: hell
C: internet cafe
D: office building
E: despair",internetcafe,"['school', 'hell', 'internet cafe', '', 'despair']",['office building'],"Question: Where might you find a computer user that is visiting a foreign city and didn't bring their own computer along?
Answer:
A: school
B: hell
C: internet cafe
D: 
E: despair",Where might you find a computer () that is visiting a foreign city and didn't bring their own computer along?,user,"['own computer', 'Where', 'computer', 'user', 'bring', 'own']","In today's digital workplace environment, the concept of ""Bring Your Own Device"" (BYOD) has become increasingly common, where employees can bring their own computer or personal devices to work. This practice allows users to work on familiar devices while potentially reducing company hardware costs. When employees use their own computer, they often feel more comfortable and productive since they're already familiar with their device's settings and configurations. However, this arrangement also raises important considerations about data security, network access, and IT support. Organizations must carefully balance the flexibility of letting employees bring and use their own devices with maintaining proper security protocols and ensuring compatibility with company systems. Where personal devices are concerned, clear policies must be established to protect both the user's privacy and the company's sensitive information.",,False,tourist
93,1974,0abf342a1e79ad512937a194474480ed,When you're getting drunk and stumbling what might you be feeling?,getting drunk,"['stumbling', 'nausea', 'fights', 'death', 'your head hit the ground']",B,"A: stumbling
B: nausea
C: fights
D: death
E: your head hit the ground",nausea,"['stumbling', 'nausea', 'fights', 'death', '']",['your head hit the ground'],"Question: When you're getting drunk and stumbling what might you be feeling?
Answer:
A: stumbling
B: nausea
C: fights
D: death
E: ",When you're getting () and stumbling what might you be feeling?,drunk,"['When', 'feeling']","Here's a relevant context incorporating ""when"" and ""feeling"":

When we experience emotions, our bodies and minds are intricately connected in processing these feelings. The way we interpret and respond to situations can trigger various physical and emotional responses, from subtle shifts in mood to intense emotional states. Understanding when certain feelings arise is crucial for emotional intelligence and self-awareness, as it helps us better manage our reactions and maintain mental well-being. Whether it's the warmth of happiness, the weight of sadness, or the rush of excitement, each feeling serves as a valuable signal about our internal state and our relationship with the world around us. Learning to recognize when specific feelings emerge and what triggers them is an essential skill for personal growth and emotional regulation.",,False,Dizzy
94,4723,28a6d37816be84e77ac79bef5a12b433,"The man was sick of secular consumerism, what life did he seek instead?",secular,"['eternal', 'married life', 'religious', 'monastic', 'unpredictable']",D,"A: eternal
B: married life
C: religious
D: monastic
E: unpredictable",monastic,"['eternal', 'married life', '', 'monastic', 'unpredictable']",['religious'],"Question: The man was sick of secular consumerism, what life did he seek instead?
Answer:
A: eternal
B: married life
C: 
D: monastic
E: unpredictable","The man was sick of secular consumerism, what () did he seek instead?",life,"['man', 'consumerism', 'life', 'seek']","In modern society, man's relationship with consumerism has become increasingly complex, fundamentally altering how we seek meaning and fulfillment in life. The average person today is bombarded with messages that equate happiness with material possession, leading many to seek validation through purchasing rather than personal growth or meaningful relationships. This endless cycle of consumption often leaves individuals feeling empty, as they come to realize that material goods cannot fill the deeper void they may feel in life. As a result, there's a growing movement of people who actively choose to step back from excessive consumerism, instead seeking authenticity through experiences, connections, and personal development. This shift represents a fundamental questioning of what truly brings satisfaction to human existence, as man continues to navigate between the allure of material wealth and the genuine pursuit of a meaningful life.",,False,spirituality
95,4263,18c43c58a0e0472084ad630d4d0c1093,Joe learned some relaxing exercises from his therapist.  They all centered around what sort of action?,relaxing,"['feeling good', 'deep breathing', 'sleeping', 'taking a bath', 'fall asleep']",B,"A: feeling good
B: deep breathing
C: sleeping
D: taking a bath
E: fall asleep",deepbreathing,"['feeling good', 'deep breathing', '', 'taking a bath', 'fall asleep']",['sleeping'],"Question: Joe learned some relaxing exercises from his therapist.  They all centered around what sort of action?
Answer:
A: feeling good
B: deep breathing
C: 
D: taking a bath
E: fall asleep",Joe learned some relaxing exercises from his therapist.  They all centered around what () of action?,sort,"['relaxing exercises', 'relaxing', 'exercises', 'centered']","In today's fast-paced world, relaxing exercises have become essential tools for maintaining mental and physical well-being. These mindful practices help individuals become more centered and balanced in their daily lives. Common relaxing exercises include deep breathing techniques, progressive muscle relaxation, and gentle stretching, all of which can effectively reduce stress and anxiety. When practiced regularly, these exercises create a sense of inner calm by lowering heart rate, reducing muscle tension, and clearing the mind. Being centered through such practices allows people to better manage life's challenges and make more thoughtful decisions. Many individuals incorporate these relaxing routines into their morning or evening rituals, creating a peaceful sanctuary in their busy schedules. Whether it's a 5-minute breathing exercise or a 30-minute yoga session, these calming activities serve as valuable tools for maintaining emotional equilibrium and physical wellness.",Relevent Info,True,course
96,7001,80138b9cea63d347acdacdba0c5ed16b,James turned on his computer and the monitor lit on the room.  What might his body do as he stands there?,computer,"['see a ghost', 'become sensible', 'make decisions', 'crash', 'cast shadow']",E,"A: see a ghost
B: become sensible
C: make decisions
D: crash
E: cast shadow",castshadow,"['', 'become sensible', 'make decisions', 'crash', 'cast shadow']",['see a ghost'],"Question: James turned on his computer and the monitor lit on the room.  What might his body do as he stands there?
Answer:
A: 
B: become sensible
C: make decisions
D: crash
E: cast shadow",James turned on his () and the monitor lit on the room.  What might his body do as he stands there?,computer,,,Seen Q,True,computer
97,6268,d683040f7fb16669504f36845cee5cae,If an insurance adjuster finds your claim incorrect they will do what?,claim,"['forgive', 'disown reject', 'relinquish', 'deny', 'give back']",D,"A: forgive
B: disown reject
C: relinquish
D: deny
E: give back",deny,"['forgive', 'disown reject', 'relinquish', 'deny', '']",['give back'],"Question: If an insurance adjuster finds your claim incorrect they will do what?
Answer:
A: forgive
B: disown reject
C: relinquish
D: deny
E: ",If an () adjuster finds your claim incorrect they will do what?,insurance,"['finds', 'claim', 'do']","Here's a relevant context incorporating those terms:

When someone finds evidence to support their position, they often claim to have discovered absolute truth. However, what people do with such information is equally important as the discovery itself. Critical thinking requires us to examine findings objectively, verify claims through multiple sources, and carefully consider what actions to do based on the available evidence. This process of discovery, assertion, and action forms the foundation of scientific inquiry and rational decision-making in both academic and everyday contexts.",,False,deny
98,2989,fe780c1e09eb8ddeace179db3b3667fa,Bill loved riding his bike and did it all the time.  He had trouble going up hills and sometimes pushed himself to the point of what?,riding bike,"['falling down', 'give up', 'exhaustion', 'travelling', 'going somewhere']",C,"A: falling down
B: give up
C: exhaustion
D: travelling
E: going somewhere",exhaustion,"['falling down', '', 'exhaustion', 'travelling', 'going somewhere']",['give up'],"Question: Bill loved riding his bike and did it all the time.  He had trouble going up hills and sometimes pushed himself to the point of what?
Answer:
A: falling down
B: 
C: exhaustion
D: travelling
E: going somewhere",Bill loved riding his bike and did it all the ().  He had trouble going up hills and some()s pushed himself to the point of what?,time,"['Bill', 'loved', 'bike', 'trouble', 'sometimes', 'pushed']","Bill absolutely loved his vintage motorcycle, a classic cruiser he had restored himself over many months. Sometimes, though, the old bike would give him trouble during his weekend rides through the countryside. On particularly frustrating days, when the engine would sputter and die, Bill found himself walking alongside the road as he pushed his beloved machine toward the nearest repair shop. Despite these occasional setbacks, his passion for the bike never wavered; if anything, these challenges only strengthened his connection to it, as each repair taught him something new about its inner workings.",,False,exhaustion
99,3262,4940cfa669ed367ebdb9c4143cf5d60e,"After I urinate and flush the toilet and wash my hands, what should I do next?",urinate,"['flush toilet', 'dry hands', 'zip pants', 'eat', 'wash hands']",D,"A: flush toilet
B: dry hands
C: zip pants
D: eat
E: wash hands",eat,"['flush toilet', 'dry hands', '', 'eat', 'wash hands']",['zip pants'],"Question: After I urinate and flush the toilet and wash my hands, what should I do next?
Answer:
A: flush toilet
B: dry hands
C: 
D: eat
E: wash hands","After I urinate and flush the () and wash my hands, what should I do next?",toilet,,,Seen Q,True,toilet
